stop_x_credit,pct_losers_stopped,pct_winners_stopped,losers_caught_per_winner_lost,avg_loser_pnl,avg_winner_pnl_at_risk
0.5,0.9833333333333333,0.3217993079584775,3.0557347670250894,-799.1499999999999,209.4448096885814
1.0,0.9333333333333333,0.17993079584775087,5.187179487179487,-799.1499999999999,209.4448096885814
1.5,0.9,0.1245674740484429,7.2250000000000005,-799.1499999999999,209.4448096885814
2.0,0.75,0.0657439446366782,11.407894736842106,-799.1499999999999,209.4448096885814
2.5,0.6333333333333333,0.05190311418685121,12.202222222222222,-799.1499999999999,209.4448096885814
3.0,0.5666666666666667,0.04152249134948097,13.647222222222222,-799.1499999999999,209.4448096885814
4.0,0.4,0.01730103806228374,23.12,-799.1499999999999,209.4448096885814
